image_index,dataset_index,codec,quality,file_bytes,file_bpp,mse,psnr_db,ssim,lossless
136,10235,jpeg,75,556,4.34375,25.9951171875,33.98188581269119,0.9518414874147383,False
136,10235,jpeg,90,707,5.5234375,9.4892578125,38.35848114777883,0.9823170556598402,False
136,10235,jpeg,95,875,6.8359375,3.525390625,42.65873115602065,0.9920208083396631,False
136,10235,webp,1,86,0.671875,167.091796875,25.9012523149738,0.631717235721282,False
136,10235,webp,5,106,0.828125,121.9228515625,27.269952493643782,0.7406265690066364,False
136,10235,webp,10,116,0.90625,96.8212890625,28.27109500400224,0.8037061567598801,False
136,10235,webp,20,140,1.09375,73.0068359375,29.49716834022256,0.8462445158859295,False
136,10235,webp,35,172,1.34375,53.525390625,30.84520515435522,0.8990480722243342,False
136,10235,webp,50,212,1.65625,34.8994140625,32.70262225357417,0.9374399304819623,False
136,10235,webp,75,262,2.046875,21.1181640625,34.8842420137087,0.9593097510122569,False
136,10235,webp,90,444,3.46875,4.8388671875,41.28336658686428,0.9911048640984671,False
136,10235,webp,95,574,4.484375,1.99609375,45.12899426045047,0.9961443347313195,False
137,30033,raw,,1024,8.0,0.0,,1.0,True
137,30033,zlib,,1035,8.0859375,0.0,,1.0,True
137,30033,png,,936,7.3125,0.0,,1.0,True
137,30033,jpeg,1,355,2.7734375,781.9150390625,19.19920794599478,0.5206914602823625,False
137,30033,jpeg,5,377,2.9453125,441.19140625,21.684533164255797,0.7464099995806832,False
137,30033,jpeg,10,400,3.125,267.2841796875,23.86107106854176,0.8131896021808157,False
137,30033,jpeg,20,443,3.4609375,169.9560546875,25.827437199245185,0.8934212886879066,False
137,30033,jpeg,35,495,3.8671875,108.1748046875,27.789542411267306,0.9341901570216904,False
137,30033,jpeg,50,533,4.1640625,87.5419921875,28.708639352666946,0.9454855677531452,False
137,30033,jpeg,75,629,4.9140625,43.73046875,31.72296228264711,0.9711972727517826,False
137,30033,jpeg,90,813,6.3515625,11.8876953125,37.37982695490753,0.9927196464789658,False
137,30033,jpeg,95,981,7.6640625,3.662109375,42.49349049780004,0.9972831329491382,False
137,30033,webp,1,126,0.984375,268.6943359375,23.83821849243137,0.806410970155422,False
137,30033,webp,5,146,1.140625,193.8349609375,25.25648249799766,0.8765310450518405,False
137,30033,webp,10,178,1.390625,158.46484375,26.131474341180212,0.9118360420006457,False
137,30033,webp,20,210,1.640625,104.5087890625,27.939275452453728,0.942683816746647,False
137,30033,webp,35,246,1.921875,66.7041015625,29.88927821835992,0.9646664835966836,False
137,30033,webp,50,292,2.28125,42.47265625,31.84970938147922,0.97731472476509,False
137,30033,webp,75,366,2.859375,23.9951171875,34.32957485584245,0.9878149053643825,False
137,30033,webp,90,568,4.4375,4.4443359375,41.65273482001329,0.9976354112060016,False
137,30033,webp,95,684,5.34375,2.1455078125,44.81550260587212,0.99872924928086,False
138,20042,raw,,1024,8.0,0.0,,1.0,True
138,20042,zlib,,1035,8.0859375,0.0,,1.0,True
138,20042,png,,958,7.484375,0.0,,1.0,True
138,20042,jpeg,1,358,2.796875,966.0126953125,18.280975269286742,0.6087141306965679,False
138,20042,jpeg,5,379,2.9609375,560.072265625,20.648362936164943,0.7400497797980093,False
